Business  Computer software  Cloud  Management  Cloud computing  Salesforce.com  Information technology  Oracle Corporation  Server (computing)  Customer relationship management  Infrastructure  Software as a service  Technology  Linux  Solution  Open source  Small business  Enterprise software  Computing platform  Collaboration  Product (business)  Automation  Productivity  Starship Enterprise  Market  Customer  Data center  Computing  C (programming language)  Security  
0.004968019502366096  0.00474279129379352  0.004706067420167741  0.004693749059385314  0.0045771692733288715  0.004550308274569003  0.004501063025374925  0.00446969975553292  0.004365267754952287  0.004296893424337455  0.0042297099229890505  0.004055532262066362  0.003848245240129062  0.003820206833753246  0.0037667525319547523  0.003669817033928842  0.0035965132436452467  0.0035674793171680064  0.003485344682558353  0.003453773614772753  0.003403532501506558  0.0033867099217445916  0.00336067277796449  0.0032978067978066353  0.003042952416243147  0.0030324277269841685  0.0029505702404946186  0.0028545806019520956  0.002824302468944077  0.0028148282753898803  
Initial public offering  Stock  Groupon  Market  Investor  Share (finance)  1000000000 (number)  Valuation (finance)  Public company  Shareholder  Revenue  Wall Street  Share price  NASDAQ  Mark Zuckerberg  Zynga  Market capitalization  Kayak  History  Chief financial officer  Stock market  Fair  U.S. Securities and Exchange Commission  The Wall Street Journal  Cap (sport)  Road  Bell (instrument)  S1  Auction  Cant (language)  
0.005615094231181496  0.005274726544308705  0.005220211948099426  0.004982496012679872  0.004981542916864582  0.004853936795603815  0.004778641788689863  0.004540715541785693  0.004479764658351415  0.004248097370820475  0.004163870126772154  0.004026102837810033  0.003882564430278531  0.00378979273162879  0.003695088061694111  0.00368196155999873  0.003665645881096153  0.003653153441270025  0.003649907701924813  0.0035271052421123527  0.0034696252751685802  0.0034384425381561823  0.003387233848454934  0.003266617707485047  0.003159901725873605  0.0031396145923411767  0.0030478707028403365  0.00299727255455078  0.0028640339734339036  0.002829801028892071  
Camera  Bit  Inch  MacBook  Hardware  Central processing unit  Android (operating system)  Battery (electricity)  Retina  High-definition television  MacBook Pro  Computer software  Intel  USB  Gigabyte  Hertz  Laptop  Design  Ice cream  Pixel  Integrated circuit  Image resolution  Plastic  Multi-core processor  Model (person)  Tab (GUI)  Cream (band)  Liquid crystal display  Resolution (law)  Megapixel  
0.006618797838216222  0.006609572000668108  0.006526031814517481  0.006497623304022326  0.0064005270839899145  0.0063927612936895035  0.006341016710444131  0.005967357597811101  0.005839084926435307  0.005816927177875195  0.005691896089144388  0.005556071138262885  0.005469534102647734  0.005345873853786231  0.005335924324018967  0.00529315024009901  0.005158452892987657  0.004892161249892471  0.004853727590523188  0.004786866225415856  0.004762744625012681  0.004445929552262528  0.004344062808904089  0.004237253347790202  0.004232782295500241  0.004199828642125478  0.004171174040801826  0.004041074656108999  0.004024617874230648  0.0039985622388877574  
Patent  Lawsuit  Health care  Physician  Technology  Medicine  Health  Computer software  Bill (proposed law)  Law  Wikipedia  License  Industry  Innovation  Internet  Hospital  Act of Parliament  Judge  IBM  Plaintiff  Lawyer  Patent troll  Second  United States  Damages  Computer  Court  Invention  Electronics  Patient  
0.00489710616496421  0.004849020395382735  0.004515723245909718  0.004511735584717522  0.004433951502842392  0.004356293784869252  0.004316011000741455  0.004188356818301037  0.0040800544606917994  0.004073967414860639  0.004062716988659859  0.004057392117927938  0.0040396695632072726  0.004036648393022593  0.003886052975405676  0.0036587113805877283  0.0036531012928729865  0.0036062488515439185  0.0035625042582632625  0.0034332277864050323  0.0034259483689813874  0.003421504019600016  0.003421135865796817  0.003388355809760128  0.0033422515969111963  0.0032713017768402864  0.003220751085168979  0.0031715985658250373  0.003150938561117887  0.0031404701526695474  
Internet  Security  Government  United States  Hacker (computer security)  Password  Politics  Malware  Cisco Systems  Law  Pornography  Peerage  Peer-to-peer  Computer network  Internet Protocol  President of the United States  Police  Technology  Computer  Spam (electronic)  Race and ethnicity in the United States Census  Innovation  Telecommunication  Federal government of the United States  Barack Obama  Justice  Terms of service  Digital  Bill (proposed law)  Logging  
0.005466296356409557  0.005214489534284805  0.0051764472278025535  0.0050673672407428715  0.004950860298139854  0.004941514347438263  0.00477347760317942  0.004622349276017213  0.004597314021941328  0.004472918068635494  0.004372298954501403  0.004336561926637787  0.004305649208130276  0.0042170617353179075  0.004201498365630116  0.004094935175877111  0.004052517923464321  0.004015251896783442  0.003974070175116935  0.0038692375086342087  0.0038557536577449062  0.003814362989940567  0.0037314046239980796  0.0036267571643922155  0.0035858466389429343  0.0035523978712140324  0.003507887739053679  0.003430534520541968  0.0034275455335951274  0.0033727764690866225  
Android (operating system)  Application software  Apple Inc.  IPhone  IPad  Mobile phone  IOS (Apple)  Smartphone  Google  Web browser  Mobile, Alabama  Samsung  1000000000 (number)  Microsoft  Second  Uploading and downloading  Netflix  App Store (iOS)  Camera  Market  Microsoft Windows  Tablet computer  Ship naming and launching  News  AT&T  Android Market  Hardware  Computer software  Computing platform  HTC Corporation  
0.004308816671134707  0.0040662048383394095  0.0037508939630568074  0.0037035417388159592  0.0036506798547299587  0.0036468580684054577  0.0035186095293906977  0.0034254773643149863  0.003366194297786144  0.003314251429509794  0.0032715125352630026  0.0032493899995804346  0.0032107452579719547  0.00317396218971666  0.003166904216527093  0.003150077217810767  0.003096265672215853  0.003064035134032914  0.003017994134793851  0.003014469718790357  0.0029966921687701693  0.002964254135411739  0.002948935979157702  0.00291700340618923  0.0028446879182698836  0.0027633114833749617  0.0027339038507082918  0.0027214231592043105  0.0026502070241353134  0.002620190660235116  
Zynga  Video game  Virtual  Currency  Mobile phone  Mobile game  Revenue  Computing platform  Angry Birds  Ship naming and launching  Japan  Video game developer  Software developer  TechCrunch  Gambling  Platform game  Chief executive officer  IOS (Apple)  Market  Virtual good  Facebook  Virtual currency  Electronic Arts  Brand  Gamer  Poker  Industry  Online and offline  Uploading and downloading  Fantasy  
0.005668546698447627  0.005563365057259783  0.0053902479036749855  0.005315995796967039  0.005210216895382949  0.005068700583965615  0.004902083670578246  0.004835290011834759  0.004784512795727917  0.004404424056996357  0.004368423075099775  0.004234108082676727  0.004140344358626338  0.004055138025719056  0.003994962735365543  0.003989618905085316  0.0037617795819377786  0.0035939067798843503  0.0035804531865719753  0.003569316007542165  0.0035282912303373003  0.0034741569360454616  0.0034660368781244196  0.0033985466390385193  0.003385720479570166  0.003384962236004281  0.003256841275550226  0.00319845462221464  0.0031949036193202633  0.0030702652391885877  
Investor  Investment  Startup company  Capital city  Venture capital  Victoria Cross  Entrepreneur  Angel  Angel investor  Silicon Valley  Chief executive officer  Silicon  Finance  Series A round  Crowd funding  Andreessen Horowitz  Sequoia National Park  Seed  Kleiner Perkins Caufield & Byers  Kamen Rider Accel  Venture (TV series)  Theatre  Industry  Sequoia Capital  Securities offering  Business  Equity (finance)  Capital (economics)  Board of directors  Google Ventures  
0.005737827874987064  0.005662674772315324  0.005650039348328713  0.005627594268451635  0.005319848602042571  0.004924262515243342  0.004721825400293267  0.004699347660663627  0.004666903020230207  0.004613318640974512  0.004464892640364595  0.0043535864179019635  0.003914206937260302  0.0038877078404848495  0.0035400510166259825  0.0034932725585409916  0.0034487319984179035  0.0033994983737536013  0.0033026640827909437  0.00317543907109085  0.0030467162343200908  0.003032436377868551  0.0030111865835096554  0.0029727715237183655  0.0029049532626875926  0.002874619949646209  0.0028575549696787258  0.0028567749957037  0.0027388652576374535  0.002680692082743201  
Bit  Dog  Mean  EBay  Cant (language)  Lion  Uploading and downloading  Cougar  Reddit  News  Id, ego and super-ego  Order (biology)  Solid  Love  Starbucks  IOS jailbreaking  Incentive  Maybe (The Chantels song)  Sound  Coffee  Hunting  Shipping  Freenet  Cat  Hit record  Yes (band)  Child pornography  Hell  Cover version  Jeff Bezos  
0.005018166518419844  0.004944828750271203  0.004750212705177653  0.00470516047537933  0.004442707777823503  0.004348572505297913  0.004254244536605656  0.003945435100215283  0.00393484701175775  0.003919541386504354  0.003862783071212135  0.0038128760183536656  0.0037914427269568492  0.0037489137591009297  0.003720889643131334  0.00367754343704814  0.0036518925075073277  0.0035542825941020963  0.0034062154802111627  0.003356131645464164  0.0032761475029937934  0.00326203171568633  0.003152509092344984  0.0031216985562695365  0.0029731121611738993  0.002953060696453599  0.002944797687095781  0.0029319551715361637  0.002902253487256204  0.0028424714438224107  
Product (chemistry)  Product (business)  Consumer  Design  Engineering  Visual perception  Behavior  Second  Space  Business  Key (music)  Engineer  Prototype  Iteration  Network affiliate  New product development  Electronics  Fantasy  Feedback  Sales  United States dollar  Evolution  Social proof  Affiliate marketing  User experience  Mathematical proof  Association football  Consumer electronics  Website  Lever  
0.004244055810865472  0.003705547808758825  0.0036749252565983904  0.0035461992468668393  0.0033327103820673383  0.003227520092514355  0.003213464456792716  0.0031948830512698  0.0031936011884006123  0.0031756035416557957  0.0030233253120630506  0.002978373724456539  0.0029736774817197375  0.0028693459817017495  0.002768583475141868  0.0027033475514514245  0.002671313702581669  0.0026580983797930484  0.0026126120147933205  0.002580206301073361  0.0025779523158662595  0.002575428223038965  0.002518134645722888  0.00250037365961632  0.002439978248205949  0.002429796827261649  0.002411708944191427  0.0022761921108347093  0.00226776252916508  0.002267035108988915  
Twitter  Mass media  Social media  LinkedIn  Social network  News  Facebook  Computer network  Oxford "-er"  Hashtag  Tag (metadata)  Celebrity  RSS  Algorithm  Blog  News aggregator  Tweet (singer)  Stream  Protein-protein interaction  Brand  Topic (linguistics)  Journalist  Communication  Key (music)  Social media marketing  Signal (electronics)  Dashboard  Google Reader  Reader (academic rank)  User (computing)  
0.003254911089256918  0.0031693624309440996  0.003143265493241304  0.003140288679536038  0.0031316082704606276  0.003085076524776307  0.0030791792721249042  0.002998142312628885  0.002908064877741201  0.0028724209745299334  0.00285855481725357  0.0025803127387495494  0.0025786605464070294  0.0025047091414912817  0.002483453054738076  0.0024791501927175523  0.002377371659950645  0.0023770135335015995  0.002367701494421416  0.002158890471342746  0.002105943152413533  0.002046312737564177  0.001984539224703957  0.0018381436830942311  0.0018128837241999467  0.0017191628073684215  0.001695569270755916  0.001654772306947258  0.0016095183106481466  0.0016068201801382547  
Startup company  Entrepreneur  Ship naming and launching  Seed  Business  Seed money  Model (person)  Space  Business model  Business incubator  Scale (anatomy)  Demo (music)  Theatre  Pitch (music)  Fee  San Francisco  Tool  Market  Product (business)  Scaling (geometry)  Feedback  Mentorship  Ticket (admission)  Particle accelerator  Professional  Public transport  Coupon  Guitar  Charitable organization  Proposition  
0.005168505080004066  0.005083702491328768  0.004346860336929219  0.004216561172170426  0.00420548942431318  0.004179569040171289  0.004132019674932715  0.003944389509572244  0.0037903364525287897  0.003545727266196144  0.0035242355297028186  0.0034437061582300293  0.003414945972212982  0.003377871994909543  0.003321274431883192  0.0032463996052152387  0.003094083593729505  0.0030537354432308983  0.002903881384370621  0.00267621946208917  0.002416035830993256  0.0023560945908493083  0.002225441330649999  0.0022081091562664306  0.0021250614808807104  0.002121535112333596  0.0018968275676259443  0.0018591038186486404  0.0018152323576073057  0.00179909653194455  
Brand  Marketing  Commerce  Customer  Electronic commerce  Model (person)  Subscription business model  Online and offline  Fashion  Ship naming and launching  Retail  Clothing  Product (chemistry)  Demographics  Community  Computing platform  Customer service  Strategy  Shoe  Fashion accessory  Online shopping  Inventory  Religious conversion  Product (business)  Public relations  Platform game  Customer base  Social marketing  Designer  Personalization  
0.004501827460113532  0.0044578700047651736  0.004400920906761014  0.0043073866715687805  0.00426844324629501  0.004263031624480915  0.004189217602997513  0.00416992611072477  0.003985729473567733  0.0036557215604465553  0.003520767734394397  0.0034661246001808023  0.003459127509316012  0.003390692282555001  0.0033547668005443677  0.00335203876678838  0.00325581644285293  0.003236217673240894  0.0031689157052478974  0.0031117043526715346  0.003050383837710494  0.0029684711981082528  0.00287986496842061  0.0028507759523144264  0.002828653738312176  0.002821230502459201  0.0027940005754220026  0.00265556094447351  0.002591689081828421  0.002563823546007221  
Software developer  Application programming interface  Application software  Code  Software release life cycle  Computing platform  Software development kit  Third-party developer  GitHub  Plug-in (computing)  Computer software  Server (computing)  Open source  Mean  Source code  Racial integration  Integral  Software testing  Video game developer  Dashboard  Hacker (computer security)  Community  Language  Private school  Software bug  Front and back ends  User interface  PHP  Computer programming  Library  
0.006299078096902705  0.005942690790810432  0.005724200636848627  0.005205580916887772  0.00469416062897977  0.004386438742416567  0.004381433637209121  0.004216347357148222  0.004022973185280698  0.003743968786662867  0.003724205779619404  0.0035974860183204307  0.0035757316946159012  0.0033727781397105694  0.0033179844077872254  0.0032457866970014514  0.0032111525060488557  0.003035544621371196  0.0030169253335161415  0.0029607818993731974  0.002923333767364332  0.0029061578548971395  0.0028665537755294774  0.0028493406613374745  0.002595377564499323  0.0025927362097093202  0.002581393298721489  0.0025630083769773043  0.002480612293488519  0.0024646898870598027  
Amazon.com  Amazon Kindle  Publishing  Amazon River  Amazons  Magazine  Subscription business model  Fire  Digital  E-book  Barnes & Noble Nook  Tablet computer  Ship naming and launching  Shipping  Market  Bit  Mass media  Model (person)  Christmas  Film  Order (biology)  Pricing  Mail order  Tablet  Retail  Competition  Industry  Ship  Holiday  Comics  
0.004832127036289152  0.0047340914931648026  0.004721465708091384  0.004531700336729411  0.0043324173656315145  0.004288636418403929  0.004171211194771176  0.0041606441357391255  0.004064544686468517  0.004057743159401909  0.004014581920706145  0.003994713955336534  0.0036501491247633564  0.003592967005475616  0.003592470468786848  0.0035898779886938017  0.0034805702360266176  0.0034512562027740373  0.003428615966578275  0.0033371204058614606  0.0031805555012962504  0.003157798889940593  0.003095749926661808  0.0030882946158238373  0.0029945963932708204  0.002859927513271641  0.0028432634042810626  0.0027927711331852145  0.00269782715739908  0.002615942568264276  
Video  YouTube  Film  Technology  Mass media  Watch  Record producer  Online and offline  The Walt Disney Company  Television  3D computer graphics  Video hosting service  Sound  Distribution (business)  Ustream  TechCrunch  Streaming media  Sound recording and reproduction  Internet  Hollywood  Professional  Stream  Entertainment  Sport  ESPN (United States)  Interactivity  Animation  Broadcasting  Industry  Link (The Legend of Zelda)  
0.0046308481330453915  0.004435485712633249  0.004362542270113982  0.0042270918254701684  0.004192553994282634  0.004132853061111267  0.0039383149587839126  0.003799118066545694  0.003738362592377506  0.0037049870231813634  0.003692686634782924  0.003606825817514756  0.0035838237833053363  0.003580617363229299  0.003486129024972747  0.003336558156515605  0.003267345665183174  0.003080280706687335  0.003028558399386128  0.0029362566175382293  0.002914457619521118  0.002798919865308224  0.0027887811681649114  0.0027839280480099703  0.002740321659261524  0.00269540017305497  0.0026727303347620925  0.002526083467654999  0.002525794404593879  0.002472332286935848  
Education  Research  Online and offline  College  Science  Technology  Crowdsourcing  Health  University  Computer  Harvard University  Academic degree  Student  Industry  Physician  Engineering  Robot  Cant (language)  Medicine  Statistical survey  Professional  Academia  Stanford University  Experiment  Computer science  Khan (title)  Internship  Community  Teacher  Opinion poll  
0.006021524184472971  0.0060042055344035625  0.00590061112626277  0.0057884023460462695  0.005545402015644716  0.005489091443800619  0.005387249876022881  0.005347488086466413  0.005217211462353853  0.005154572122470666  0.004889725499141879  0.0048452761432489205  0.004830093998339518  0.004764321976848047  0.004561346030692497  0.004552649474188032  0.004440006191489711  0.004357954268145474  0.004352647800219667  0.0042810685703329595  0.004104124384900012  0.00404029981927973  0.00401780627389914  0.003999984367553587  0.003861079249875295  0.0038169664452137523  0.0035286308043376894  0.0035196789187120522  0.0034513647913041495  0.0034276074319639005  
New York  York  San Francisco  New York City  City  Automobile  The New York Times  Mayor  Taxicab  Chicago  York City F.C.  Science fiction  Los Angeles  Boston  Industry  Transport  Renting  Ford Motor Company  Bloomberg L.P.  Pricing  Carpool  Driving  Device driver  Automotive industry  Ship naming and launching  Beer  San Francisco Bay Area  Economy  Tax  Coming out  
0.004507593109119113  0.004498825699555255  0.004345009035161672  0.0042932496636432374  0.003947423429562633  0.003943002581812975  0.003911448046033999  0.0038978119360862126  0.0038452958655307277  0.003832278223321487  0.00372852490096944  0.003695721472803212  0.0034804079595160365  0.003425826771017868  0.0034131552976399914  0.0032527838820498845  0.0032004860506821896  0.0030430163681948374  0.0029778110937613562  0.002893927880343338  0.0028685968127614607  0.0028406050931797863  0.0027705968409476164  0.002685825978028175  0.0026726311598785552  0.002602567435024601  0.002594666901990992  0.002571189826858845  0.002535468378417018  0.00251927827042652  
Microsoft Windows  Microsoft  Android (operating system)  Smartphone  Nokia  Market  Motorola  Windows Phone 7  Research In Motion  Samsung  BlackBerry  Operating system  Windows 8  Hardware  HTC Corporation  Market share  Ecosystem  Tablet computer  Original equipment manufacturer  Computing platform  Handset  MeeGo  Motorola Mobility  Strategy  Lead  Windows Explorer  Symbian  Gartner  Chief executive officer  Finland  
0.0038665477355977326  0.0038561995629067163  0.0037780885709323884  0.0035471544468726334  0.003543955748674979  0.003511048841947796  0.003322286950074361  0.0032308117609994693  0.0031082135234446083  0.0030640332943815984  0.0029886725835438104  0.0029060780928009612  0.0028733575449603637  0.0027507729470211705  0.0026953342727977538  0.002638637905300122  0.0025835115602878015  0.002526446029381864  0.002490269704102052  0.002334852345160968  0.002286824444261674  0.002240738244484459  0.0021663440688102042  0.002123446627791442  0.002088748263345509  0.0018973977759656102  0.0018806020958517286  0.0018602027649238123  0.001853886991147199  0.0018232544825251397  
Restaurant  Website  Component Object Model  Foursquare (website)  Food  Online and offline  Yelp, Inc.  Quora  Hotel  Nielsen ratings  Ship naming and launching  Domain of a function  Gamification  Domain name  Chief executive officer  Wine  Star  Order (biology)  Bit  Logical conjunction  Check-in  Love  TripAdvisor  Serendipity  Parent  Filter (signal processing)  OpenTable  Coffee  Startup company  White label  
0.005406393700600004  0.005355508615622764  0.005316208218848139  0.005307601381028661  0.005227010722414113  0.0050414606157394085  0.00503950426909472  0.00503469622377639  0.004937126902868229  0.004914013598570655  0.004891186387333941  0.004741398389592532  0.004638579969314854  0.004598787226399596  0.00453180742196275  0.004153927826757308  0.0040643779803082635  0.004015053333697299  0.0038888891313107617  0.0038120375694291244  0.0037454268558723344  0.0037251039503425963  0.0036452205482377723  0.0036445166338349272  0.0036258957208974976  0.0036208485918461835  0.003618462864119243  0.003567683673576166  0.0034989868310433395  0.0034924864954418927  
